AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,FHRSID,Lat,Lon,LABusinessID,LACode,LAEmail,LAName,LAWebsite,NewRatingPending,PostCode,RatingDate,Rating,ConfidenceInManagement,Hygiene,Structural,ExtractDate
,,,,Flanaghans Food Bar,Mobile caterer,7846,402190,,,CP11_000358,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/18/2015,5,5,5,5,11/2/2016
,,,,Flanaghans Food Bar - Milkshake And Smoothie Shack,Mobile caterer,7846,746622,,,CP15_000312,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/18/2015,5,5,5,5,11/2/2016
,,,,Flanaghans Food Bar 1950S Ice Cream Trike,Mobile caterer,7846,402330,,,CP12_000543,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/18/2015,5,5,5,5,11/2/2016
,,,,Flash Food,Mobile caterer,7846,667394,,,CP13_001224,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,10/8/2015,5,5,5,5,11/2/2016
,,,,Fliss On Food - Home Caterer,Other catering premises,7841,766592,,,CP15_000065,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,5/11/2015,5,5,5,5,11/2/2016
,,,,Floral Chai - Home Caterer,Other catering premises,7841,578018,,,CP13_000780,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,7/31/2013,5,5,5,5,11/2/2016
Flounders Fish And Chips,15 East Street,Newquay,Cornwall,Flounders,Takeaway/sandwich shop,7844,493787,50.414189,-5.080857,C2_207327,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1DN,7/25/2016,5,5,5,5,11/2/2016
,,,,Flour Power - Home Caterer,Other catering premises,7841,679523,,,CP14_000474,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/10/2014,4,0,0,10,11/2/2016
2 Boscawen Street,Truro,Cornwall,,Flourish Cafe,Restaurant/Cafe/Canteen,1,900511,50.2632,-5.050762,CP16_000363,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2EL,9/26/2016,3,10,10,5,11/2/2016
Flushing School,Coventry Road,Flushing,Falmouth,Flushing CE School,School/college/university,7845,402260,50.164582,-5.069065,CP12_000280,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 5TX,5/12/2015,5,5,5,5,11/2/2016
13 Trefusis Road,Flushing,Falmouth,Cornwall,Flushing Village Stores,Retailers - other,4613,557617,50.164009,-5.070009,CP13_000474,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 5TY,11/25/2014,5,5,5,5,11/2/2016
The Flying Aubergine,Union Place,Truro,Cornwall,Flying Aubergine,Restaurant/Cafe/Canteen,1,536156,50.265034,-5.051497,CP11_001132,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1EP,10/7/2014,5,5,5,5,11/2/2016
,,,,Flying Flamingo,Mobile caterer,7846,610933,,,CP13_001402,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,9/2/2015,4,5,5,10,11/2/2016
The Rotunda,Eddystone Road,Wadebridge,Cornwall,Flying Saucers,Restaurant/Cafe/Canteen,1,481060,50.517804,-4.838176,CP11_000747,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7AL,11/25/2014,5,5,0,0,11/2/2016
Pennoweth Childrens Centre,Drump Road,Redruth,Cornwall,Flying Start,Hospitals/Childcare/Caring Premises,5,481116,50.238022,-5.227678,W2_00015530,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 1LU,1/8/2016,5,5,5,5,11/2/2016
1 Trelawney Road,Camborne,Cornwall,,Flying Start Day Nursery,Hospitals/Childcare/Caring Premises,5,465909,50.216889,-5.301301,W2_00008717,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 7LN,5/3/2016,5,0,5,5,11/2/2016
Flying Start,The Clies,Meneage Street,Helston,Flying Start Day Nursery,Hospitals/Childcare/Caring Premises,5,402751,50.098342,-5.270328,W2_00014922,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 8RG,11/3/2015,4,5,5,10,11/2/2016
The Flying Start Day Nursery,Duchy Agricultural College,Stoke Climsland,Callington,Flying Start Day Nursery,Hospitals/Childcare/Caring Premises,5,559534,50.546201,-4.321278,E1_41230,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL17 8PB,11/4/2015,3,10,5,10,11/2/2016
Flying Start  Cornwall College,Trevenson Road,Pool,Redruth,Flying Start Nurseries,Hospitals/Childcare/Caring Premises,5,578055,50.226849,-5.27585,W2_00001709,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3RD,9/22/2015,5,5,5,5,11/2/2016
Flying Start,Saltash College Of Further Educatio,Church Road,Saltash,Flying Start Nursery,Hospitals/Childcare/Caring Premises,5,402530,50.405555,-4.22794,E2_04_00553_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL12 4AE,4/11/2016,5,5,5,5,11/2/2016
Memorial Ground,Kernick Road,Penryn,Cornwall,Flying Start Nursery,Hospitals/Childcare/Caring Premises,5,438905,50.16643,-5.114532,CP11_000846,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR10 8NT,1/5/2016,4,10,5,5,11/2/2016
Fodders Restaurant,Tinners Court,Back Quay,Truro,Fodders,Restaurant/Cafe/Canteen,1,478826,50.262505,-5.049819,C1_PI_000018364,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2LL,5/27/2015,3,10,10,5,11/2/2016
Trevornick Holiday Park,Holywell Bay,Newquay,Cornwall,Fodders,Restaurant/Cafe/Canteen,1,669629,50.38523,-5.129742,CP14_000412,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 5PW,6/13/2014,5,5,5,5,11/2/2016
3 Turf Street,Bodmin,Cornwall,,Folly Tea Rooms,Restaurant/Cafe/Canteen,1,516168,50.470801,-4.717827,E1_9378,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 2DH,1/26/2016,4,5,5,10,11/2/2016
3 Turf Street,Bodmin,Cornwall,,Folly Tea Rooms,Restaurant/Cafe/Canteen,1,900433,50.470801,-4.717827,CP16_000214,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 2DH,8/22/2016,5,5,5,0,11/2/2016
2 - 3 Market House Arcade,Market Street,Launceston,Cornwall,Fontanella Cafe,Restaurant/Cafe/Canteen,1,554817,50.637213,-4.359392,E1_51147,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 8EP,10/13/2016,5,5,5,5,11/2/2016
Radnor Industrial Estate,Radnor Road,Scorrier,Redruth,Fonzies,Mobile caterer,7846,839353,50.252428,-5.199931,CP15_001090,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 5EQ,12/23/2015,4,10,5,5,11/2/2016
Food For Films,At Unit 26,Pensilva Industrial Estate,St Ive Road,Food 4 Films,Mobile caterer,7846,681121,50.499627,-4.401968,CP14_000511,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL14 5RE,1/5/2016,5,5,5,5,11/2/2016
Food,Shop,1 South Quay Hill,Newquay,Food Firstbrook Kitchen,Takeaway/sandwich shop,7844,774046,50.415503,-5.086573,CP15_000078,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1HR,7/1/2015,5,0,5,0,11/2/2016
,,,,Food For Fork - Home Caterer,Other catering premises,7841,585210,,,E1_62102,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,3/5/2015,5,5,5,5,11/2/2016
,,,,Food On The Move,Mobile caterer,7846,580107,,,CP11_000230,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,9/26/2016,4,5,5,10,11/2/2016
59 Victoria Road,St Austell,Cornwall,,Fortune House,Takeaway/sandwich shop,7844,552400,50.338627,-4.774939,CP13_000594,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 4QF,5/5/2015,3,10,10,5,11/2/2016
85 St Stephens Road,Saltash,Cornwall,,Fortune Palace,Takeaway/sandwich shop,7844,528302,50.407621,-4.220578,E2_04_00937_FOOD,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL12 4BJ,5/26/2016,4,10,5,5,11/2/2016
Penpol Playgroup,Harbour View,Hayle,Cornwall,Foundry Under Fives Playgroup,Hospitals/Childcare/Caring Premises,5,505048,50.186568,-5.420086,W1_10_11563_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 4LB,12/16/2014,5,0,0,0,11/2/2016
3 Cliff Street,Mevagissey,St Austell,Cornwall,Fountain Inn,Pub/bar/nightclub,7843,585192,50.270353,-4.786558,C2_231829,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 6QH,2/18/2016,3,10,10,10,11/2/2016
Post Office,Four Lanes,Redruth,Cornwall,Four Lanes P O & Stores,Retailers - other,4613,718250,50.203197,-5.237759,W2_00002556,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 6PY,4/20/2015,5,5,5,5,11/2/2016
The Four Lords,St Austell Road,St Blazey Gate,Par,Four Lords,Pub/bar/nightclub,7843,467881,50.350886,-4.727869,CP12_001280,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2EE,6/18/2015,5,5,5,5,11/2/2016
109 Trelowarren Street,Camborne,Cornwall,,Four Oceans,Restaurant/Cafe/Canteen,1,607958,50.214812,-5.294302,CP13_001199,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8AW,4/14/2015,5,5,5,5,11/2/2016
1 Market Place,Camelford,Cornwall,,Four Seasons Cafe,Restaurant/Cafe/Canteen,1,763244,50.623244,-4.678693,CP15_000226,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL32 9PB,5/7/2015,5,5,5,5,11/2/2016
Millbrook,Torpoint,Cornwall,,Fourlanesend CP School,School/college/university,7845,610947,50.339981,-4.20837,E2_04_00876_FOOD,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL10 1LR,7/15/2015,4,5,5,10,11/2/2016
Church Town Road,St Minver,Wadebridge,Cornwall,Fourways Inn,Pub/bar/nightclub,7843,402473,50.55833,-4.873597,E1_7687,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 6QH,7/15/2015,4,5,5,10,11/2/2016
Windmill,Fowey,Cornwall,,Fowey CP School,School/college/university,7845,534479,50.336532,-4.642552,C2_234880,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL23 1HH,3/27/2013,5,5,0,0,11/2/2016
Fowey Hall,Hanson Drive,Fowey,Cornwall,Fowey Hall Hotel,Hotel/bed & breakfast/guest house,7842,402105,50.332992,-4.642384,C2_225033,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL23 1ET,3/24/2014,4,10,5,5,11/2/2016
Park Road,Fowey,Cornwall,,Fowey Hospital,Hospitals/Childcare/Caring Premises,5,657152,50.338496,-4.639218,CP12_000806,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL23 1EE,7/14/2016,4,5,5,10,11/2/2016
Esplanade,Fowey,Cornwall,,Fowey Hotel,Hotel/bed & breakfast/guest house,7842,738882,50.333051,-4.639337,C2_226169,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL23 1HX,2/28/2015,4,5,5,10,11/2/2016
Windmill,Fowey,Cornwall,,Fowey River Academy,School/college/university,7845,655083,50.334971,-4.643941,C2_212173,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL23 1HE,3/21/2014,5,5,5,5,11/2/2016
Fox And Hounds Inn,Scorrier,Redruth,Cornwall,Fox & Hounds,Pub/bar/nightclub,7843,455265,50.253743,-5.193369,W2_00007223,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 5BS,11/9/2015,2,10,15,10,11/2/2016
The Fox And Hounds Inn,Comford,Redruth,Cornwall,Fox & Hounds,Pub/bar/nightclub,7843,642102,50.21527,-5.177185,CP14_000226,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 6AX,9/16/2015,5,5,5,5,11/2/2016
Foxhole Afc,Foxhole,St Austell,Cornwall,Foxhole AFC Social Club,Pub/bar/nightclub,7843,723811,50.362005,-4.863937,C2_243827,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 7UR,4/20/2015,3,10,10,10,11/2/2016
Foxhole County Primary School,Beacon Road,Foxhole,St Austell,Foxhole Learning Academy,School/college/university,7845,632619,50.357685,-4.865448,C2_225103,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 7UQ,1/27/2016,5,0,0,5,11/2/2016
Post Office,Chapel Road,Foxhole,St Austell,Foxhole Post Office \& Costcutter,Retailers - other,4613,896188,50.358178,-4.862272,CP16_000118,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 7TX,6/27/2016,5,5,0,5,11/2/2016
43 Market Jew Street,Penzance,Cornwall,,Francines,Restaurant/Cafe/Canteen,1,710094,50.121267,-5.533973,CP14_000847,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2HY,8/9/2016,5,5,5,5,11/2/2016
5 Chesterton Place,Chester Road,Newquay,Cornwall,Francines,Takeaway/sandwich shop,7844,908691,50.417575,-5.064069,CP16_000680,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 2RU,8/5/2016,5,5,5,5,11/2/2016
The Racy Plaice Fish Shop,2 Race Hill,Launceston,Cornwall,Francines,Takeaway/sandwich shop,7844,848945,50.636051,-4.359066,CP15_001028,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 9BA,2/15/2016,4,5,5,10,11/2/2016
,,,,Franckly Delicious,Other catering premises,7841,865181,,,CP16_000064,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,4/12/2016,4,10,5,5,11/2/2016
Unit 15,White River Place,St Austell,Cornwall,Frankie & Benny's,Restaurant/Cafe/Canteen,1,408079,50.33702,-4.793945,C2_253356,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 5AZ,10/7/2015,4,5,5,10,11/2/2016
Unit 2,The Ark,1 East Street,Newquay,Frankie And Bennys,Restaurant/Cafe/Canteen,1,729195,50.414189,-5.080857,CP14_000733,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1DN,12/18/2014,5,5,0,5,11/2/2016
,,,,Frankie's,Mobile caterer,7846,682708,,,CP14_000368,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/14/2016,5,0,5,0,11/2/2016
Lindmead Ltd,Units H And I,St Erth Industrial Estate,Rose An Grouse,Frankies Diner,Restaurant/Cafe/Canteen,1,573991,50.172273,-5.442275,W1_10_11494_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 6LP,1/14/2015,5,5,5,5,11/2/2016
The Coffee Pot,Promenade,Penzance,Cornwall,Fraser's Fish And Chips,Takeaway/sandwich shop,7844,900509,50.113815,-5.538473,CP16_000360,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 4HH,6/9/2016,5,5,5,5,11/2/2016
Freathy Farm,Freathy,Torpoint,Cornwall,Freathy Farmhouse B\&B And Cafe,Hotel/bed & breakfast/guest house,7842,775975,50.350213,-4.249835,CP15_000229,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL10 1JL,7/28/2016,5,5,0,5,11/2/2016
42 East Street,Newquay,Cornwall,,Fresh,Restaurant/Cafe/Canteen,1,585194,50.413798,-5.078973,CP12_000496,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1BE,1/27/2016,5,5,5,5,11/2/2016
,,,,Fresh And Tasty,Mobile caterer,7846,768389,,,CP15_000205,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,5/18/2015,4,5,5,10,11/2/2016
Fresh From The Sea Cafe,Courtyard Gallery,18 New Road,Port Isaac,Fresh From The Sea,Restaurant/Cafe/Canteen,1,402450,50.594149,-4.829471,E1_61613,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL29 3SB,10/12/2016,5,5,0,0,11/2/2016
Cremyll,Torpoint,Cornwall,,Friary Manor Hotel,Hotel/bed & breakfast/guest house,7842,619523,50.343014,-4.181609,E2_04_00640_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL10 1JB,7/9/2015,4,5,5,10,11/2/2016
Community Centre,Atlantic Crescent,Sennen,Penzance,Friday Lunch Club,Other catering premises,7841,482254,50.079471,-5.683902,W1_10_11407_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 7AS,5/6/2016,5,5,0,0,11/2/2016
,,,,Fruitilicious (Jam And Jelly) - Home Caterer,Other catering premises,7841,707136,,,CP14_000909,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,10/7/2014,4,10,5,5,11/2/2016
Fryer Tuck Cafe,Harlyn Road,St Merryn,Padstow,Fryer Tucks,Restaurant/Cafe/Canteen,1,455220,50.526602,-4.990372,E1_2512,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL28 8NG,7/5/2016,5,5,5,5,11/2/2016
Custom House Quay,Falmouth,Cornwall,,Fude Dude,Mobile caterer,7846,701862,,,CP14_000750,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,9/20/2016,5,0,0,5,11/2/2016
Fudgie Wudgie Cup Cakey Shop,5A Belle Vue,Bude,Cornwall,Fudgie Wudgy Cupcakey,Retailers - other,4613,581640,50.829981,-4.544777,CP12_000861,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 8JL,7/15/2016,3,10,10,5,11/2/2016
35 - 37 Arwenack Street,Falmouth,Cornwall,,Fuel,Restaurant/Cafe/Canteen,1,456214,50.152378,-5.066253,CP12_001008,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3JG,3/2/2016,5,5,5,5,11/2/2016
,,,,Fuel Good,Other catering premises,7841,900500,,,CP16_000347,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/2/2016,5,5,5,5,11/2/2016
2 Parade Street,Penzance,Cornwall,,Full House,Takeaway/sandwich shop,7844,557613,50.117609,-5.537117,CP12_000131,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 4BU,11/19/2014,5,5,5,5,11/2/2016
Trevornick Holiday Park,Holywell Bay,Newquay,Cornwall,Fun Park Diner,Restaurant/Cafe/Canteen,1,669626,50.38523,-5.129742,CP14_000408,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 5PW,6/13/2014,5,5,5,5,11/2/2016
Funkys Takeaway,21 The Strand,Bude,Cornwall,Funky Chicken,Takeaway/sandwich shop,7844,528298,50.828607,-4.544276,E1_51794,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 8QU,7/29/2016,5,5,5,5,11/2/2016
,,,,G J Ices,Retailers - other,4613,865191,,,CP16_000293,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,4/12/2016,5,0,0,0,11/2/2016
British Rail Staff Association,Middleway,St Blazey,Par,G.W.R.S.A.,Pub/bar/nightclub,7843,665681,50.357035,-4.712657,C2_246689,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2JG,7/19/2016,5,5,5,5,11/2/2016
24 Fore Street,Chacewater,Truro,Cornwall,Gables,Takeaway/sandwich shop,7844,438825,50.256802,-5.157835,C1_PI_000024092,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR4 8LN,7/29/2015,4,5,5,10,11/2/2016
,,,,Gabrielle Fischer - Home Caterer,Other catering premises,7841,778328,,,CP15_000634,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,7/9/2015,5,5,5,5,11/2/2016
Lemon Street Market,Lemon Street,Truro,Cornwall,Gallery Cafe,Restaurant/Cafe/Canteen,1,569071,50.262098,-5.052305,C1_PI_000048699,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2QD,9/7/2016,5,5,5,5,11/2/2016
Wheel Parade,Pengersick Lane,Praa Sands,Penzance,Gally Snax,Mobile caterer,7846,783792,50.105003,-5.38555,CP15_000552,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR20 9SQ,7/29/2015,4,10,5,5,11/2/2016
Ganesha Thai Takeaway,4 - 6 Crantock Street,Newquay,Cornwall,Ganesha,Restaurant/Cafe/Canteen,1,900551,50.413207,-5.087001,CP16_000417,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1JS,9/26/2016,4,10,5,5,11/2/2016
Ganges Tandoori Restaurant,St Clement Street,Truro,Cornwall,Ganges,Takeaway/sandwich shop,7844,402023,50.264907,-5.049145,C1_PI_000021384,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1EQ,6/10/2015,3,10,10,10,11/2/2016
Trevena Cross Nurseries And Garden,Trevena Cross,Breage,Helston,Garden Kitchen Cafe,Restaurant/Cafe/Canteen,1,485583,50.113515,-5.343635,W2_09_00026_CP,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 9ND,12/14/2015,5,5,5,5,11/2/2016
132 Albany Road,Redruth,Cornwall,,Garsewednack Residential Home,Hospitals/Childcare/Caring Premises,5,481115,50.22899,-5.221543,W2_00006262,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 2HZ,10/6/2015,5,5,5,5,11/2/2016
25 Molesworth Street,Wadebridge,Cornwall,,Gary Dutton Butchers,Retailers - other,4613,402452,50.516297,-4.83762,E1_6169,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7DH,6/11/2015,5,5,5,5,11/2/2016
Madford Lane,Launceston,Cornwall,,Gateway Community Cafe,Restaurant/Cafe/Canteen,1,842218,50.636032,-4.359969,CP16_000031,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 9EG,1/7/2016,5,5,5,5,11/2/2016
Gear Farm Campsite,Gear Hill,St Martin,Helston,Gear Farm Shop,Retailers - other,4613,701876,50.080594,-5.184943,W2_00003028,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR12 6DE,9/27/2016,5,5,5,5,11/2/2016
,,,,Gelato Artisan Academy - Home Caterer,Other catering premises,7841,778310,,,CP14_000724,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,7/8/2015,5,5,5,5,11/2/2016
The Gem Fish And Chips,6 Quarry Hill,Falmouth,Cornwall,Gem Fish Bar,Takeaway/sandwich shop,7844,577992,50.155213,-5.073674,C1_PI_000011424,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 2BP,2/20/2015,5,5,5,5,11/2/2016
Rosehip Barn,Trefrank Road,St Clether,Launceston,Gemma Kempthorne/TA Rosehip Barn,Retailers - other,4613,900490,50.636101,-4.54171,CP16_000329,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 8QN,8/15/2016,5,0,0,5,11/2/2016
,,,,Gems,Mobile caterer,7846,783798,,,CP15_000655,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,8/3/2015,3,10,10,5,11/2/2016
Gems Cafe,Cornish Market World,Par Moor Road,St Austell,Gem's Cafe,Restaurant/Cafe/Canteen,1,579395,50.344597,-4.736336,CP13_000804,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 3RP,1/13/2016,3,10,10,5,11/2/2016
Quay Road,St Agnes,Cornwall,,Genki,Restaurant/Cafe/Canteen,1,665692,50.313055,-5.200169,CP12_000187,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR5 0RP,4/30/2014,5,5,5,5,11/2/2016
23 Trinity Street,St Austell,Cornwall,,Georges,Takeaway/sandwich shop,7844,641885,50.338014,-4.795226,C2_206267,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 5LS,10/7/2015,5,5,5,5,11/2/2016
